,arm_name,metric_name,mean,sem,trial_index,parameters
50,41_0,objective,2.576,0.0,41,"{'XLE1': 1.6349471602588892, 'XLE2': 3.0027179099619388, 'CHORD1_1': 0.27790133170783526, 'CHORD1_2': 0.017929488848894833, 'CHORD2_1': 0.1940644197165966, 'CHORD2_2': 0.23734918306581676, 'SSPAN1_2': 0.17509479057043792, 'SSPAN2_2': 0.1773385863751173}"
51,42_0,objective,2.434,0.0,42,"{'XLE1': 1.75, 'XLE2': 3.0808152971603584, 'CHORD1_1': 0.1, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.16843905964561218}"
52,43_0,objective,3.008,0.0,43,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.3709216703131488, 'CHORD1_2': 0.06821234796336849, 'CHORD2_1': 0.4, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.18613057436150632, 'SSPAN2_2': 0.3}"
53,44_0,objective,2.927,0.0,44,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.22380445632324236, 'CHORD1_2': 0.0, 'CHORD2_1': 0.3784944933034069, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.21379374934934164, 'SSPAN2_2': 0.3}"
54,45_0,objective,3.051,0.0,45,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.3134027621940071, 'CHORD1_2': 0.09, 'CHORD2_1': 0.3503849459485787, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.3}"
55,46_0,objective,2.926,0.0,46,"{'XLE1': 1.75, 'XLE2': 3.046675453990037, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.4, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.1533807620838853, 'SSPAN2_2': 0.3}"
56,47_0,objective,2.911,0.0,47,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.31226843958140293, 'CHORD1_2': 0.02117344630498772, 'CHORD2_1': 0.4, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.1, 'SSPAN2_2': 0.3}"
57,48_0,objective,2.739,0.0,48,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.25148678289025495, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.24539090798643212}"
58,49_0,objective,2.139,0.0,49,"{'XLE1': 1.5367672266438603, 'XLE2': 3.1862604051828387, 'CHORD1_1': 0.2866645128466189, 'CHORD1_2': 0.006307291276752948, 'CHORD2_1': 0.3871706645935774, 'CHORD2_2': 0.1820951660629362, 'SSPAN1_2': 0.19187354296445847, 'SSPAN2_2': 0.15278574116528035}"
59,50_0,objective,1.844,0.0,50,"{'XLE1': 1.6997538232244551, 'XLE2': 3.094070574827492, 'CHORD1_1': 0.36943515203893185, 'CHORD1_2': 0.07666389467194676, 'CHORD2_1': 0.37541986498981716, 'CHORD2_2': 0.026279501849785447, 'SSPAN1_2': 0.1281810412183404, 'SSPAN2_2': 0.15250422041863204}"
