,arm_name ,metric_name ,mean ,sem ,trial_index ,arm_name   ,metric_name   ,mean   ,sem   ,trial_index   ,arm_name,metric_name,mean,sem,trial_index,parameters
12,3_0,objective,2.52,0.0,3,3_0,CD,0.429,0.0,3,3_0,XCP,0.49351219512195127,0.0,3,"{'XLE1': 1.7367906877498027, 'XLE2': 3.18322784170632, 'CHORD1_1': 0.37270517971699185, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.0035579865426568808, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.28690953535320907, 'fidelity': 0}"
13,4_0,objective,2.615,0.0,4,4_0,CD,0.447,0.0,4,4_0,XCP,0.5918536585365853,0.0,4,"{'XLE1': 1.351568022308872, 'XLE2': 3.179898981880842, 'CHORD1_1': 0.2207902128225653, 'CHORD1_2': 0.0606745893894916, 'CHORD2_1': 0.1, 'CHORD2_2': 0.24812749469376116, 'SSPAN1_2': 0.1823225470298044, 'SSPAN2_2': 0.3, 'fidelity': 1}"
14,5_0,objective,2.657,0.0,5,5_0,CD,0.463,0.0,5,5_0,XCP,0.5779024390243902,0.0,5,"{'XLE1': 1.4475953234376993, 'XLE2': 3.1387028716318897, 'CHORD1_1': 0.27719403797536285, 'CHORD1_2': 0.09, 'CHORD2_1': 0.13730163040007493, 'CHORD2_2': 0.1841484990655275, 'SSPAN1_2': 0.19723300409346345, 'SSPAN2_2': 0.3, 'fidelity': 1}"
15,6_0,objective,2.662,0.0,6,6_0,CD,0.426,0.0,6,6_0,XCP,0.5431219512195122,0.0,6,"{'XLE1': 1.3237577751498208, 'XLE2': 3.1216155980416542, 'CHORD1_1': 0.3792119707675612, 'CHORD1_2': 0.08984711280462648, 'CHORD2_1': 0.24049070055315458, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.19425494052301207, 'SSPAN2_2': 0.2934389475356661, 'fidelity': 1}"
16,7_0,objective,2.641,0.0,7,7_0,CD,0.42,0.0,7,7_0,XCP,0.5680487804878048,0.0,7,"{'XLE1': 1.25, 'XLE2': 3.0140477421173326, 'CHORD1_1': 0.3153734082033349, 'CHORD1_2': 0.004565691408535265, 'CHORD2_1': 0.2731777802391752, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.1882525796516658, 'SSPAN2_2': 0.3, 'fidelity': 1}"
17,8_0,objective,2.467,0.0,8,8_0,CD,0.397,0.0,8,8_0,XCP,0.502390243902439,0.0,8,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.20367870008219552, 'CHORD1_2': 0.08574459870654913, 'CHORD2_1': 0.16723597485466035, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.21029716216992758, 'SSPAN2_2': 0.299590318829424, 'fidelity': 1}"
18,9_0,objective,2.678,0.0,9,9_0,CD,0.429,0.0,9,9_0,XCP,0.549609756097561,0.0,9,"{'XLE1': 1.4866133582647958, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.22151208365176822, 'CHORD2_2': 0.03163599245375568, 'SSPAN1_2': 0.19351581870963247, 'SSPAN2_2': 0.3, 'fidelity': 1}"
19,10_0,objective,2.938,0.0,10,10_0,CD,0.509,0.0,10,10_0,XCP,0.6001951219512196,0.0,10,"{'XLE1': 1.3102065538533383, 'XLE2': 3.2, 'CHORD1_1': 0.3950257806041043, 'CHORD1_2': 0.0, 'CHORD2_1': 0.33804875237410315, 'CHORD2_2': 0.08535597602310915, 'SSPAN1_2': 0.24542554171251743, 'SSPAN2_2': 0.3, 'fidelity': 1}"
20,11_0,objective,2.755,0.0,11,11_0,CD,0.451,0.0,11,11_0,XCP,0.5421463414634147,0.0,11,"{'XLE1': 1.5317945625836067, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2553204277657779, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.2445102638655925, 'SSPAN2_2': 0.3, 'fidelity': 1}"
21,12_0,objective,2.643,0.0,12,12_0,CD,0.557,0.0,12,12_0,XCP,0.5482926829268293,0.0,12,"{'XLE1': 1.3613943468436356, 'XLE2': 3.0584972155700734, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.36130970958734226, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.25092372517455314, 'SSPAN2_2': 0.2991758768554271, 'fidelity': 1}"
22,13_0,objective,2.834,0.0,13,13_0,CD,0.455,0.0,13,13_0,XCP,0.5737560975609757,0.0,13,"{'XLE1': 1.4458778058047181, 'XLE2': 3.1928339299244652, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.21471049082945487, 'CHORD2_2': 0.09299163265007938, 'SSPAN1_2': 0.23080510322894968, 'SSPAN2_2': 0.3, 'fidelity': 1}"
23,14_0,objective,2.859,0.0,14,14_0,CD,0.459,0.0,14,14_0,XCP,0.5670243902439025,0.0,14,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.22988927603618714, 'CHORD2_2': 0.11266210651313043, 'SSPAN1_2': 0.2258490699093806, 'SSPAN2_2': 0.2918545254328364, 'fidelity': 1}"
24,15_0,objective,2.761,0.0,15,15_0,CD,0.449,0.0,15,15_0,XCP,0.5868292682926829,0.0,15,"{'XLE1': 1.265188401314395, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2611830465116478, 'CHORD2_2': 0.11074186776731744, 'SSPAN1_2': 0.2048627195123796, 'SSPAN2_2': 0.2755516264205846, 'fidelity': 1}"
25,16_0,objective,2.922,0.0,16,16_0,CD,0.469,0.0,16,16_0,XCP,0.5654634146341464,0.0,16,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1703085715351711, 'CHORD2_2': 0.20695158334600453, 'SSPAN1_2': 0.2145733829865139, 'SSPAN2_2': 0.3, 'fidelity': 1}"
26,17_0,objective,2.725,0.0,17,17_0,CD,0.438,0.0,17,17_0,XCP,0.5697560975609756,0.0,17,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.002122412153424036, 'CHORD2_1': 0.10907882753963076, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.1794279112763011, 'SSPAN2_2': 0.2999648900500694, 'fidelity': 1}"
27,18_0,objective,2.787,0.0,18,18_0,CD,0.452,0.0,18,18_0,XCP,0.5878536585365854,0.0,18,"{'XLE1': 1.75, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1626339745358083, 'CHORD2_2': 0.1282003564063365, 'SSPAN1_2': 0.23887579117511004, 'SSPAN2_2': 0.3, 'fidelity': 1}"
28,19_0,objective,2.734,0.0,19,19_0,CD,0.49,0.0,19,19_0,XCP,0.5561951219512195,0.0,19,"{'XLE1': 1.6156242097505573, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.24937658720860104, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.27796976725704153, 'SSPAN2_2': 0.3, 'fidelity': 1}"
29,20_0,objective,2.833,0.0,20,20_0,CD,0.464,0.0,20,20_0,XCP,0.5776585365853659,0.0,20,"{'XLE1': 1.75, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.10356692476487518, 'CHORD2_2': 0.23479833605191752, 'SSPAN1_2': 0.2326690584739962, 'SSPAN2_2': 0.3, 'fidelity': 1}"
30,21_0,objective,2.906,0.0,21,21_0,CD,0.473,0.0,21,21_0,XCP,0.5606829268292683,0.0,21,"{'XLE1': 1.3439413502982347, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.23809083208935058, 'SSPAN2_2': 0.3, 'fidelity': 1}"
31,22_0,objective,2.864,0.0,22,22_0,CD,0.462,0.0,22,22_0,XCP,0.5943902439024391,0.0,22,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.002384175363874127, 'CHORD2_1': 0.13506725679127649, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.20069788610004394, 'SSPAN2_2': 0.3, 'fidelity': 1}"
32,23_0,objective,2.901,0.0,23,23_0,CD,0.466,0.0,23,23_0,XCP,0.5917073170731708,0.0,23,"{'XLE1': 1.485030870984167, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.18590594842895983, 'CHORD2_2': 0.19475109414175248, 'SSPAN1_2': 0.2089922580586784, 'SSPAN2_2': 0.3, 'fidelity': 1}"
33,24_0,objective,2.978,0.0,24,24_0,CD,0.478,0.0,24,24_0,XCP,0.6077073170731707,0.0,24,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.004979363995777189, 'CHORD2_1': 0.20375919107058138, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.1901483068356221, 'SSPAN2_2': 0.297707909108351, 'fidelity': 1}"
34,25_0,objective,2.78,0.0,25,25_0,CD,0.457,0.0,25,25_0,XCP,0.5699024390243903,0.0,25,"{'XLE1': 1.4666727077122277, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.18813236067530545, 'CHORD2_2': 0.1732542159502468, 'SSPAN1_2': 0.21406771024053234, 'SSPAN2_2': 0.3, 'fidelity': 1}"
35,26_0,objective,2.192,0.0,26,26_0,CD,0.364,0.0,26,26_0,XCP,0.5261951219512195,0.0,26,"{'XLE1': 1.75, 'XLE2': 3.0, 'CHORD1_1': 0.1, 'CHORD1_2': 0.0, 'CHORD2_1': 0.10473235138240827, 'CHORD2_2': 0.06299392455995124, 'SSPAN1_2': 0.26755118229619473, 'SSPAN2_2': 0.3, 'fidelity': 1}"
36,27_0,objective,2.465,0.0,27,27_0,CD,0.401,0.0,27,27_0,XCP,0.6145365853658538,0.0,27,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.11124493926414729, 'SSPAN2_2': 0.29745215454323076, 'fidelity': 1}"
37,28_0,objective,2.816,0.0,28,28_0,CD,0.457,0.0,28,28_0,XCP,0.5892682926829269,0.0,28,"{'XLE1': 1.6195932873004906, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.2371127735242233, 'SSPAN1_2': 0.22038084621106846, 'SSPAN2_2': 0.3, 'fidelity': 1}"
38,29_0,objective,2.807,0.0,29,29_0,CD,0.461,0.0,29,29_0,XCP,0.5926341463414634,0.0,29,"{'XLE1': 1.61109757873805, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.13731860836655843, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.20113014655898057, 'SSPAN2_2': 0.3, 'fidelity': 1}"
39,30_0,objective,2.727,0.0,30,30_0,CD,0.465,0.0,30,30_0,XCP,0.5931707317073172,0.0,30,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.3359996358586375, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.20875348440778257, 'SSPAN2_2': 0.3, 'fidelity': 1}"
40,31_0,objective,2.893,0.0,31,31_0,CD,0.477,0.0,31,31_0,XCP,0.585609756097561,0.0,31,"{'XLE1': 1.6276491312573431, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.24440262252039566, 'SSPAN2_2': 0.3, 'fidelity': 1}"
41,32_0,objective,2.76,0.0,32,32_0,CD,0.482,0.0,32,32_0,XCP,0.5092682926829268,0.0,32,"{'XLE1': 1.4538235827783834, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.13555158009204632, 'SSPAN1_2': 0.276560694450707, 'SSPAN2_2': 0.3, 'fidelity': 1}"
42,33_0,objective,2.781,0.0,33,33_0,CD,0.451,0.0,33,33_0,XCP,0.6499512195121951,0.0,33,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.3123891295845038, 'CHORD2_2': 0.1328150356707298, 'SSPAN1_2': 0.1804229366952997, 'SSPAN2_2': 0.2950047890696222, 'fidelity': 0}"
43,34_0,objective,2.746,0.0,34,34_0,CD,0.44,0.0,34,34_0,XCP,0.5843414634146341,0.0,34,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.22565122230275714, 'SSPAN2_2': 0.3, 'fidelity': 0}"
44,35_0,objective,2.797,0.0,35,35_0,CD,0.454,0.0,35,35_0,XCP,0.5920975609756097,0.0,35,"{'XLE1': 1.542540777151524, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.20917674365522584, 'SSPAN2_2': 0.3, 'fidelity': 1}"
45,36_0,objective,2.719,0.0,36,36_0,CD,0.439,0.0,36,36_0,XCP,0.6428780487804878,0.0,36,"{'XLE1': 1.5707407819628643, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.23864871724810963, 'CHORD2_2': 0.18000783850287227, 'SSPAN1_2': 0.180351667988149, 'SSPAN2_2': 0.3, 'fidelity': 0}"
46,37_0,objective,3.05,0.0,37,37_0,CD,0.487,0.0,37,37_0,XCP,0.6506341463414634,0.0,37,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.22310310377643328, 'CHORD2_2': 0.24834687722564383, 'SSPAN1_2': 0.19048796281723798, 'SSPAN2_2': 0.3, 'fidelity': 1}"
47,38_0,objective,2.657,0.0,38,38_0,CD,0.428,0.0,38,38_0,XCP,0.6028780487804878,0.0,38,"{'XLE1': 1.4576541565388588, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.18553250493967713, 'CHORD2_2': 0.12946310310194237, 'SSPAN1_2': 0.22128104175827773, 'SSPAN2_2': 0.3, 'fidelity': 0}"
48,39_0,objective,2.632,0.0,39,39_0,CD,0.42,0.0,39,39_0,XCP,0.5708780487804878,0.0,39,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.3988023236997108, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.19701805973339476, 'SSPAN2_2': 0.2914365194406524, 'fidelity': 0}"
49,40_0,objective,2.705,0.0,40,40_0,CD,0.476,0.0,40,40_0,XCP,0.4518536585365854,0.0,40,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.04545429923108296, 'SSPAN1_2': 0.29838931412867237, 'SSPAN2_2': 0.3, 'fidelity': 1}"
50,41_0,objective,2.841,0.0,41,41_0,CD,0.472,0.0,41,41_0,XCP,0.5933170731707318,0.0,41,"{'XLE1': 1.4515363851376692, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2966766222878478, 'CHORD2_2': 0.0840099977109513, 'SSPAN1_2': 0.21376940100694977, 'SSPAN2_2': 0.3, 'fidelity': 1}"
51,42_0,objective,2.822,0.0,42,42_0,CD,0.462,0.0,42,42_0,XCP,0.5781951219512195,0.0,42,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.25839025294628426, 'CHORD2_2': 0.11576156600723136, 'SSPAN1_2': 0.20425664968913423, 'SSPAN2_2': 0.3, 'fidelity': 1}"
52,43_0,objective,2.596,0.0,43,43_0,CD,0.449,0.0,43,43_0,XCP,0.5613170731707318,0.0,43,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.4, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.19476878657590108, 'SSPAN2_2': 0.21496740516291743, 'fidelity': 1}"
53,44_0,objective,2.768,0.0,44,44_0,CD,0.449,0.0,44,44_0,XCP,0.5497073170731708,0.0,44,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.3919030990087088, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.20112939480895548, 'SSPAN2_2': 0.3, 'fidelity': 1}"
54,45_0,objective,2.846,0.0,45,45_0,CD,0.464,0.0,45,45_0,XCP,0.596780487804878,0.0,45,"{'XLE1': 1.5868963162626948, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.19796260255205447, 'CHORD2_2': 0.15027028285861035, 'SSPAN1_2': 0.2291760170204704, 'SSPAN2_2': 0.3, 'fidelity': 1}"
55,46_0,objective,2.749,0.0,46,46_0,CD,0.45,0.0,46,46_0,XCP,0.5689268292682927,0.0,46,"{'XLE1': 1.525892093223833, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2027875882824454, 'SSPAN2_2': 0.3, 'fidelity': 1}"
56,47_0,objective,2.883,0.0,47,47_0,CD,0.478,0.0,47,47_0,XCP,0.5869268292682928,0.0,47,"{'XLE1': 1.4798862478157806, 'XLE2': 3.0, 'CHORD1_1': 0.3994132748085698, 'CHORD1_2': 0.0, 'CHORD2_1': 0.24988119157791247, 'CHORD2_2': 0.15393872907045172, 'SSPAN1_2': 0.22316925025335851, 'SSPAN2_2': 0.3, 'fidelity': 1}"
57,48_0,objective,2.806,0.0,48,48_0,CD,0.455,0.0,48,48_0,XCP,0.6218048780487805,0.0,48,"{'XLE1': 1.5048269554667482, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2924826892786555, 'CHORD2_2': 0.05191088770226738, 'SSPAN1_2': 0.24602262579085776, 'SSPAN2_2': 0.3, 'fidelity': 0}"
58,49_0,objective,2.864,0.0,49,49_0,CD,0.456,0.0,49,49_0,XCP,0.5748780487804879,0.0,49,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.14288478762306284, 'CHORD2_2': 0.19642965359112585, 'SSPAN1_2': 0.21287917801166029, 'SSPAN2_2': 0.3, 'fidelity': 1}"
59,50_0,objective,2.889,0.0,50,50_0,CD,0.483,0.0,50,50_0,XCP,0.6029756097560977,0.0,50,"{'XLE1': 1.7349704836558653, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2098965523676276, 'CHORD2_2': 0.14320475577449493, 'SSPAN1_2': 0.2564393876024598, 'SSPAN2_2': 0.3, 'fidelity': 1}"
