,arm_name ,metric_name ,mean ,sem ,trial_index ,arm_name   ,metric_name   ,mean   ,sem   ,trial_index   ,arm_name,metric_name,mean,sem,trial_index,parameters
12,11_0,objective,1.909,0.0,11,11_0,CD,0.352,0.0,11,11_0,XCP,0.4377560975609756,0.0,11,"{'XLE1': 1.5606446369894182, 'XLE2': 3.0, 'CHORD1_1': 0.14933860091028897, 'CHORD1_2': 0.0, 'CHORD2_1': 0.3734932274359554, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.14748237086938776, 'fidelity': 0}"
13,12_0,objective,2.572,0.0,12,12_0,CD,0.445,0.0,12,12_0,XCP,0.5028780487804878,0.0,12,"{'XLE1': 1.371773704769859, 'XLE2': 3.2, 'CHORD1_1': 0.18009231338160633, 'CHORD1_2': 0.07731207497685301, 'CHORD2_1': 0.2840748879580007, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.29984210092512803, 'SSPAN2_2': 0.19126455948222984, 'fidelity': 1}"
14,13_0,objective,2.611,0.0,13,13_0,CD,0.425,0.0,13,13_0,XCP,0.5235609756097561,0.0,13,"{'XLE1': 1.3823888664803978, 'XLE2': 3.009759078986039, 'CHORD1_1': 0.16965285293205573, 'CHORD1_2': 0.0, 'CHORD2_1': 0.10396333480113289, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.24137243234499173, 'fidelity': 1}"
15,14_0,objective,2.849,0.0,14,14_0,CD,0.446,0.0,14,14_0,XCP,0.6374634146341464,0.0,14,"{'XLE1': 1.4072177405643111, 'XLE2': 3.158441651252495, 'CHORD1_1': 0.13169900665436113, 'CHORD1_2': 0.0, 'CHORD2_1': 0.22607293060168424, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.26218399624533456, 'SSPAN2_2': 0.2511531285518393, 'fidelity': 1}"
16,15_0,objective,2.82,0.0,15,15_0,CD,0.464,0.0,15,15_0,XCP,0.5554146341463414,0.0,15,"{'XLE1': 1.4323252244141085, 'XLE2': 3.1303712340473906, 'CHORD1_1': 0.22578489469027593, 'CHORD1_2': 0.004128804787983397, 'CHORD2_1': 0.18353824957470843, 'CHORD2_2': 0.24962660304300294, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.23511527127245804, 'fidelity': 1}"
17,16_0,objective,2.714,0.0,16,16_0,CD,0.444,0.0,16,16_0,XCP,0.6000487804878049,0.0,16,"{'XLE1': 1.2550135086884715, 'XLE2': 3.2, 'CHORD1_1': 0.12435528172510145, 'CHORD1_2': 0.0023186060636362785, 'CHORD2_1': 0.1289672426267342, 'CHORD2_2': 0.24793904280777632, 'SSPAN1_2': 0.29559582092341835, 'SSPAN2_2': 0.2893809503277731, 'fidelity': 1}"
18,17_0,objective,2.883,0.0,17,17_0,CD,0.479,0.0,17,17_0,XCP,0.5849756097560976,0.0,17,"{'XLE1': 1.466700063889624, 'XLE2': 3.168018271174726, 'CHORD1_1': 0.22031848079684802, 'CHORD1_2': 0.0, 'CHORD2_1': 0.18569388694254388, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.2591086736863841, 'fidelity': 1}"
19,18_0,objective,2.885,0.0,18,18_0,CD,0.453,0.0,18,18_0,XCP,0.5693170731707317,0.0,18,"{'XLE1': 1.6372583361494901, 'XLE2': 3.2, 'CHORD1_1': 0.24264906663907249, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2975921057530869, 'SSPAN2_2': 0.2301341652073936, 'fidelity': 1}"
20,19_0,objective,2.885,0.0,19,19_0,CD,0.453,0.0,19,19_0,XCP,0.5693170731707317,0.0,19,"{'XLE1': 1.75, 'XLE2': 3.2, 'CHORD1_1': 0.3003803824674653, 'CHORD1_2': 7.430011140244513e-05, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.2392534655037029, 'fidelity': 1}"
21,20_0,objective,2.68,0.0,20,20_0,CD,0.424,0.0,20,20_0,XCP,0.6100000000000001,0.0,20,"{'XLE1': 1.4858463127851664, 'XLE2': 3.2, 'CHORD1_1': 0.3555774979511683, 'CHORD1_2': 0.0, 'CHORD2_1': 0.12378650387808285, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.17542987263346602, 'SSPAN2_2': 0.27632659727358116, 'fidelity': 1}"
22,21_0,objective,2.838,0.0,21,21_0,CD,0.527,0.0,21,21_0,XCP,0.5747317073170732,0.0,21,"{'XLE1': 1.75, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.001545046772127833, 'CHORD2_1': 0.10396440390317857, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.29983811415064504, 'SSPAN2_2': 0.26753687531761516, 'fidelity': 1}"
23,22_0,objective,2.528,0.0,22,22_0,CD,0.414,0.0,22,22_0,XCP,0.6039024390243903,0.0,22,"{'XLE1': 1.75, 'XLE2': 3.2, 'CHORD1_1': 0.1, 'CHORD1_2': 0.007947273149752163, 'CHORD2_1': 0.1, 'CHORD2_2': 0.22936499762829032, 'SSPAN1_2': 0.2996746582829504, 'SSPAN2_2': 0.27423840638592617, 'fidelity': 1}"
24,23_0,objective,2.748,0.0,23,23_0,CD,0.468,0.0,23,23_0,XCP,0.5570243902439025,0.0,23,"{'XLE1': 1.488134982195915, 'XLE2': 3.124150618230824, 'CHORD1_1': 0.1428471517789535, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.29866117893886607, 'SSPAN2_2': 0.28959572091178426, 'fidelity': 1}"
25,24_0,objective,2.523,0.0,24,24_0,CD,0.46,0.0,24,24_0,XCP,0.5271219512195122,0.0,24,"{'XLE1': 1.722054395687307, 'XLE2': 3.2, 'CHORD1_1': 0.2875996450310477, 'CHORD1_2': 0.004411849604298941, 'CHORD2_1': 0.2914566692341839, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.18708581086213205, 'fidelity': 1}"
26,25_0,objective,2.749,0.0,25,25_0,CD,0.46,0.0,25,25_0,XCP,0.5715121951219512,0.0,25,"{'XLE1': 1.6157311911397922, 'XLE2': 3.0, 'CHORD1_1': 0.17720865139549588, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2999038098715333, 'SSPAN2_2': 0.2997810102403612, 'fidelity': 1}"
27,26_0,objective,2.877,0.0,26,26_0,CD,0.465,0.0,26,26_0,XCP,0.5577560975609756,0.0,26,"{'XLE1': 1.25, 'XLE2': 3.196916133667959, 'CHORD1_1': 0.4, 'CHORD1_2': 0.004788701609723072, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.22353555264430122, 'SSPAN2_2': 0.2995379913150052, 'fidelity': 1}"
28,27_0,objective,2.588,0.0,27,27_0,CD,0.424,0.0,27,27_0,XCP,0.5770731707317074,0.0,27,"{'XLE1': 1.25, 'XLE2': 3.0225769946411316, 'CHORD1_1': 0.12671702627744105, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.24149053960065378, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.3, 'fidelity': 0}"
29,28_0,objective,2.792,0.0,28,28_0,CD,0.466,0.0,28,28_0,XCP,0.541219512195122,0.0,28,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.2201492841952481, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.28032822646279676, 'fidelity': 1}"
30,29_0,objective,2.665,0.0,29,29_0,CD,0.44,0.0,29,29_0,XCP,0.5897073170731708,0.0,29,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.12266986579155133, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.24792537574738133, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.3, 'fidelity': 1}"
31,30_0,objective,2.862,0.0,30,30_0,CD,0.457,0.0,30,30_0,XCP,0.6462439024390244,0.0,30,"{'XLE1': 1.25, 'XLE2': 3.181049354447047, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.17529210115008179, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.15390012939592881, 'SSPAN2_2': 0.3, 'fidelity': 1}"
32,31_0,objective,2.708,0.0,31,31_0,CD,0.435,0.0,31,31_0,XCP,0.5701463414634147,0.0,31,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.10595221226707455, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.17719471411379806, 'SSPAN2_2': 0.3, 'fidelity': 1}"
33,32_0,objective,2.731,0.0,32,32_0,CD,0.443,0.0,32,32_0,XCP,0.5706341463414635,0.0,32,"{'XLE1': 1.4909903113707494, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.194709449259529, 'SSPAN2_2': 0.3, 'fidelity': 1}"
34,33_0,objective,2.736,0.0,33,33_0,CD,0.466,0.0,33,33_0,XCP,0.5543902439024391,0.0,33,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.1, 'CHORD1_2': 0.09, 'CHORD2_1': 0.12340498030304525, 'CHORD2_2': 0.24340140930617266, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.3, 'fidelity': 1}"
35,34_0,objective,2.764,0.0,34,34_0,CD,0.446,0.0,34,34_0,XCP,0.590048780487805,0.0,34,"{'XLE1': 1.4114133863246174, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.19683667345435266, 'SSPAN2_2': 0.3, 'fidelity': 1}"
36,35_0,objective,2.847,0.0,35,35_0,CD,0.43,0.0,35,35_0,XCP,0.5670731707317074,0.0,35,"{'XLE1': 1.5041606619959798, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.19738458834879063, 'SSPAN2_2': 0.231561847480899, 'fidelity': 1}"
37,36_0,objective,2.842,0.0,36,36_0,CD,0.464,0.0,36,36_0,XCP,0.5261463414634147,0.0,36,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.22459284343091296, 'SSPAN2_2': 0.26755694709338207, 'fidelity': 1}"
38,37_0,objective,2.796,0.0,37,37_0,CD,0.442,0.0,37,37_0,XCP,0.580048780487805,0.0,37,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.26837294108319865, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2031562675083937, 'SSPAN2_2': 0.22290413356585942, 'fidelity': 1}"
39,38_0,objective,2.805,0.0,38,38_0,CD,0.459,0.0,38,38_0,XCP,0.5702926829268293,0.0,38,"{'XLE1': 1.6044790280261663, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1629332921874704, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.22046158191229165, 'SSPAN2_2': 0.23972913150502825, 'fidelity': 1}"
40,39_0,objective,2.439,0.0,39,39_0,CD,0.397,0.0,39,39_0,XCP,0.6427804878048781,0.0,39,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.2309143459964674, 'SSPAN1_2': 0.13343089036455907, 'SSPAN2_2': 0.3, 'fidelity': 0}"
41,40_0,objective,2.64,0.0,40,40_0,CD,0.437,0.0,40,40_0,XCP,0.5999512195121951,0.0,40,"{'XLE1': 1.5253688088237756, 'XLE2': 3.2, 'CHORD1_1': 0.22712754589091239, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.23904830300470958, 'SSPAN1_2': 0.2133034805961715, 'SSPAN2_2': 0.3, 'fidelity': 0}"
42,41_0,objective,2.709,0.0,41,41_0,CD,0.447,0.0,41,41_0,XCP,0.5722926829268292,0.0,41,"{'XLE1': 1.5596025381682452, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.18103940649022734, 'SSPAN2_2': 0.3, 'fidelity': 1}"
43,42_0,objective,2.468,0.0,42,42_0,CD,0.41,0.0,42,42_0,XCP,0.5262439024390244,0.0,42,"{'XLE1': 1.4484379496859936, 'XLE2': 3.2, 'CHORD1_1': 0.1, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.10009972097677881, 'SSPAN1_2': 0.3, 'SSPAN2_2': 0.3, 'fidelity': 1}"
44,43_0,objective,2.702,0.0,43,43_0,CD,0.468,0.0,43,43_0,XCP,0.576439024390244,0.0,43,"{'XLE1': 1.25, 'XLE2': 3.004715012978103, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.37210286698946266, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.18266848222635226, 'SSPAN2_2': 0.23312563358339644, 'fidelity': 1}"
45,44_0,objective,2.833,0.0,44,44_0,CD,0.461,0.0,44,44_0,XCP,0.5913658536585366,0.0,44,"{'XLE1': 1.6065145563801193, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2206429163409638, 'SSPAN2_2': 0.3, 'fidelity': 1}"
46,45_0,objective,2.273,0.0,45,45_0,CD,0.396,0.0,45,45_0,XCP,0.4006341463414634,0.0,45,"{'XLE1': 1.4057807395552078, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1176185147868409, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2670497344444921, 'SSPAN2_2': 0.12941238886619902, 'fidelity': 0}"
47,46_0,objective,2.932,0.0,46,46_0,CD,0.475,0.0,46,46_0,XCP,0.5821463414634146,0.0,46,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1384617595612682, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.21885058666454268, 'SSPAN2_2': 0.3, 'fidelity': 1}"
48,47_0,objective,2.88,0.0,47,47_0,CD,0.469,0.0,47,47_0,XCP,0.5837560975609757,0.0,47,"{'XLE1': 1.4878052260589916, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1103546793061991, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2264868813335342, 'SSPAN2_2': 0.3, 'fidelity': 1}"
49,48_0,objective,2.792,0.0,48,48_0,CD,0.455,0.0,48,48_0,XCP,0.6027317073170732,0.0,48,"{'XLE1': 1.697550689364988, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2122792974211545, 'SSPAN2_2': 0.3, 'fidelity': 1}"
50,49_0,objective,2.476,0.0,49,49_0,CD,0.398,0.0,49,49_0,XCP,0.5717073170731708,0.0,49,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.16037670647582686, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.16168029153152347, 'SSPAN2_2': 0.24889044947438316, 'fidelity': 1}"
51,50_0,objective,2.924,0.0,50,50_0,CD,0.48,0.0,50,50_0,XCP,0.582829268292683,0.0,50,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.17328709004759793, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.20509889409409368, 'SSPAN2_2': 0.3, 'fidelity': 1}"
