,arm_name ,metric_name ,mean ,sem ,trial_index ,arm_name   ,metric_name   ,mean   ,sem   ,trial_index   ,arm_name,metric_name,mean,sem,trial_index,parameters
12,0_12,objective,1.865,0.0,0,0_12,CD,0.32,0.0,0,0_12,XCP,0.529609756097561,0.0,0,"{'XLE1': 1.7146344021894038, 'XLE2': 3.1535354411229495, 'CHORD1_1': 0.15026805670931936, 'CHORD1_2': 0.015750788301229477, 'CHORD2_1': 0.1895311199128628, 'CHORD2_2': 0.07630796311423182, 'SSPAN1_2': 0.1367920460179448, 'SSPAN2_2': 0.17657589185982941, 'fidelity': 0}"
13,0_13,objective,2.684,0.0,0,0_13,CD,0.532,0.0,0,0_13,XCP,0.5538536585365853,0.0,0,"{'XLE1': 1.3168994127772748, 'XLE2': 3.0546827230602505, 'CHORD1_1': 0.35079603595659137, 'CHORD1_2': 0.06211239947006106, 'CHORD2_1': 0.3830666079185904, 'CHORD2_2': 0.2169788812752813, 'SSPAN1_2': 0.24760970938950777, 'SSPAN2_2': 0.23834562711417676, 'fidelity': 1}"
14,0_14,objective,2.709,0.0,0,0_14,CD,0.437,0.0,0,0_14,XCP,0.6507317073170732,0.0,0,"{'XLE1': 1.4948241231031716, 'XLE2': 3.112025216408074, 'CHORD1_1': 0.2339321000501514, 'CHORD1_2': 0.03281512292101979, 'CHORD2_1': 0.2926015213131905, 'CHORD2_2': 0.1496924147941172, 'SSPAN1_2': 0.16091802362352609, 'SSPAN2_2': 0.27554499525576825, 'fidelity': 1}"
15,0_15,objective,2.162,0.0,0,0_15,CD,0.358,0.0,0,0_15,XCP,0.3949756097560976,0.0,0,"{'XLE1': 1.5995920556597412, 'XLE2': 3.011024442315102, 'CHORD1_1': 0.2672115284949541, 'CHORD1_2': 0.06792674984782934, 'CHORD2_1': 0.13010695492848756, 'CHORD2_2': 0.00905199977569282, 'SSPAN1_2': 0.27348982486873863, 'SSPAN2_2': 0.14034403227269648, 'fidelity': 0}"
16,0_16,objective,2.823,0.0,0,0_16,CD,0.475,0.0,0,0_16,XCP,0.6942439024390243,0.0,0,"{'XLE1': 1.617184021975845, 'XLE2': 3.1046275986358522, 'CHORD1_1': 0.13584081372246148, 'CHORD1_2': 0.00956668920814991, 'CHORD2_1': 0.34229407655075195, 'CHORD2_2': 0.2066566499415785, 'SSPAN1_2': 0.23329676948487757, 'SSPAN2_2': 0.28706492241472004, 'fidelity': 0}"
17,0_17,objective,1.916,0.0,0,0_17,CD,0.318,0.0,0,0_17,XCP,0.44180487804878055,0.0,0,"{'XLE1': 1.477261780295521, 'XLE2': 3.0035775911062954, 'CHORD1_1': 0.36537261093035345, 'CHORD1_2': 0.04758145233616233, 'CHORD2_1': 0.2349645717069507, 'CHORD2_2': 0.0659860298037529, 'SSPAN1_2': 0.14489159695804119, 'SSPAN2_2': 0.14716820940375328, 'fidelity': 1}"
18,0_18,objective,2.226,0.0,0,0_18,CD,0.365,0.0,0,0_18,XCP,0.41258536585365857,0.0,0,"{'XLE1': 1.3344922768883407, 'XLE2': 3.1609811434522275, 'CHORD1_1': 0.18229380249977112, 'CHORD1_2': 0.03750201160088181, 'CHORD2_1': 0.14569333018735053, 'CHORD2_2': 0.004846905590966344, 'SSPAN1_2': 0.25663821436464784, 'SSPAN2_2': 0.185765384696424, 'fidelity': 1}"
19,0_19,objective,2.554,0.0,0,0_19,CD,0.413,0.0,0,0_19,XCP,0.6290731707317074,0.0,0,"{'XLE1': 1.6970729497261345, 'XLE2': 3.062079954892397, 'CHORD1_1': 0.3189911471679807, 'CHORD1_2': 0.08676675830036401, 'CHORD2_1': 0.28174753841012723, 'CHORD2_2': 0.14548702258616686, 'SSPAN1_2': 0.17155626602470875, 'SSPAN2_2': 0.2490932799875736, 'fidelity': 0}"
20,1_0,objective,2.748,0.0,1,1_0,CD,0.506,0.0,1,1_0,XCP,0.5629268292682926,0.0,1,"{'XLE1': 1.543147347591586, 'XLE2': 3.089320084902576, 'CHORD1_1': 0.35086503179114886, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1486948901656721, 'CHORD2_2': 0.18154934613225576, 'SSPAN1_2': 0.23573315826126848, 'SSPAN2_2': 0.3, 'fidelity': 1}"
21,2_0,objective,2.457,0.0,2,2_0,CD,0.389,0.0,2,2_0,XCP,0.5149756097560976,0.0,2,"{'XLE1': 1.3114009388416545, 'XLE2': 3.0031986001137505, 'CHORD1_1': 0.2914142828604617, 'CHORD1_2': 0.07717882417993036, 'CHORD2_1': 0.13817559548797184, 'CHORD2_2': 0.06431485753419972, 'SSPAN1_2': 0.1756721746199502, 'SSPAN2_2': 0.2981147746732446, 'fidelity': 1}"
22,3_0,objective,2.554,0.0,3,3_0,CD,0.421,0.0,3,3_0,XCP,0.5537560975609757,0.0,3,"{'XLE1': 1.5630594757997298, 'XLE2': 3.0, 'CHORD1_1': 0.17605785952094916, 'CHORD1_2': 0.09, 'CHORD2_1': 0.10327260934996237, 'CHORD2_2': 0.17589008188846242, 'SSPAN1_2': 0.19829071370858142, 'SSPAN2_2': 0.3, 'fidelity': 1}"
23,4_0,objective,2.743,0.0,4,4_0,CD,0.434,0.0,4,4_0,XCP,0.6087317073170732,0.0,4,"{'XLE1': 1.472058458094218, 'XLE2': 3.0422258251790373, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1598977537421306, 'CHORD2_2': 0.2250589854383131, 'SSPAN1_2': 0.1704473237786734, 'SSPAN2_2': 0.28581605922461695, 'fidelity': 1}"
24,5_0,objective,2.735,0.0,5,5_0,CD,0.435,0.0,5,5_0,XCP,0.5576585365853659,0.0,5,"{'XLE1': 1.3728651211004563, 'XLE2': 3.196191924534142, 'CHORD1_1': 0.4, 'CHORD1_2': 0.01064342580392118, 'CHORD2_1': 0.10058660331059717, 'CHORD2_2': 0.2274605620029011, 'SSPAN1_2': 0.2068973966544061, 'SSPAN2_2': 0.2759591242624694, 'fidelity': 1}"
25,6_0,objective,2.894,0.0,6,6_0,CD,0.463,0.0,6,6_0,XCP,0.578439024390244,0.0,6,"{'XLE1': 1.386978830917233, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.14648171194579743, 'CHORD2_2': 0.21205184032366212, 'SSPAN1_2': 0.22473171580419618, 'SSPAN2_2': 0.2898484873349166, 'fidelity': 1}"
26,7_0,objective,2.853,0.0,7,7_0,CD,0.453,0.0,7,7_0,XCP,0.5687317073170732,0.0,7,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.24063140636243766, 'CHORD2_2': 0.06909004982103069, 'SSPAN1_2': 0.22212934735818543, 'SSPAN2_2': 0.3, 'fidelity': 1}"
27,8_0,objective,2.854,0.0,8,8_0,CD,0.465,0.0,8,8_0,XCP,0.5870243902439025,0.0,8,"{'XLE1': 1.5835681308458178, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.22718613794640485, 'SSPAN2_2': 0.3, 'fidelity': 1}"
28,9_0,objective,2.879,0.0,9,9_0,CD,0.465,0.0,9,9_0,XCP,0.5589756097560976,0.0,9,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.39904584701644985, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1004016784925014, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.22446956561407425, 'SSPAN2_2': 0.3, 'fidelity': 1}"
29,10_0,objective,2.846,0.0,10,10_0,CD,0.453,0.0,10,10_0,XCP,0.5999024390243902,0.0,10,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.399197066387782, 'CHORD1_2': 0.0, 'CHORD2_1': 0.151042061325592, 'CHORD2_2': 0.2154404620168241, 'SSPAN1_2': 0.1948687056557908, 'SSPAN2_2': 0.3, 'fidelity': 1}"
30,11_0,objective,2.971,0.0,11,11_0,CD,0.478,0.0,11,11_0,XCP,0.582780487804878,0.0,11,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.16543101733419335, 'CHORD2_2': 0.21352285596512843, 'SSPAN1_2': 0.22588082510591106, 'SSPAN2_2': 0.3, 'fidelity': 1}"
31,12_0,objective,2.872,0.0,12,12_0,CD,0.471,0.0,12,12_0,XCP,0.589170731707317,0.0,12,"{'XLE1': 1.6378264343259978, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.23578531476385936, 'SSPAN2_2': 0.3, 'fidelity': 1}"
32,13_0,objective,2.836,0.0,13,13_0,CD,0.457,0.0,13,13_0,XCP,0.5259512195121951,0.0,13,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.14846922108942395, 'CHORD2_2': 0.13301158248013473, 'SSPAN1_2': 0.24844978015613423, 'SSPAN2_2': 0.3, 'fidelity': 1}"
33,14_0,objective,2.542,0.0,14,14_0,CD,0.429,0.0,14,14_0,XCP,0.5195609756097561,0.0,14,"{'XLE1': 1.531614055732377, 'XLE2': 3.1933157155774143, 'CHORD1_1': 0.3880837134295992, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.09440110010852708, 'SSPAN1_2': 0.28880902474939213, 'SSPAN2_2': 0.3, 'fidelity': 0}"
34,15_0,objective,2.914,0.0,15,15_0,CD,0.445,0.0,15,15_0,XCP,0.6354146341463415,0.0,15,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.22742692391190797, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.21294436089317959, 'SSPAN2_2': 0.2522276385895292, 'fidelity': 0}"
35,16_0,objective,2.639,0.0,16,16_0,CD,0.422,0.0,16,16_0,XCP,0.6117073170731707,0.0,16,"{'XLE1': 1.3229553472321813, 'XLE2': 3.193124425052194, 'CHORD1_1': 0.39247318563845845, 'CHORD1_2': 0.010511405343650464, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.18852947368311837, 'SSPAN2_2': 0.3, 'fidelity': 0}"
36,17_0,objective,2.802,0.0,17,17_0,CD,0.451,0.0,17,17_0,XCP,0.5419024390243903,0.0,17,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2211340967710922, 'CHORD2_2': 0.18908908992205486, 'SSPAN1_2': 0.23367789467586292, 'SSPAN2_2': 0.245910889768982, 'fidelity': 1}"
37,18_0,objective,2.751,0.0,18,18_0,CD,0.438,0.0,18,18_0,XCP,0.5568292682926829,0.0,18,"{'XLE1': 1.4599107774877893, 'XLE2': 3.1804025322593374, 'CHORD1_1': 0.39847839577476757, 'CHORD1_2': 0.005962064513687056, 'CHORD2_1': 0.10007494795946383, 'CHORD2_2': 0.17953476580752278, 'SSPAN1_2': 0.21651168004093127, 'SSPAN2_2': 0.29983335792516486, 'fidelity': 1}"
38,19_0,objective,2.792,0.0,19,19_0,CD,0.492,0.0,19,19_0,XCP,0.5692682926829269,0.0,19,"{'XLE1': 1.2564440018780167, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.34476606551059014, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.2426908303032464, 'SSPAN2_2': 0.3, 'fidelity': 1}"
39,20_0,objective,2.949,0.0,20,20_0,CD,0.47,0.0,20,20_0,XCP,0.5742926829268292,0.0,20,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.17335136815676436, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.22681968197740818, 'SSPAN2_2': 0.2679750698431696, 'fidelity': 1}"
40,21_0,objective,2.884,0.0,21,21_0,CD,0.474,0.0,21,21_0,XCP,0.5933658536585366,0.0,21,"{'XLE1': 1.3152412896519268, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.23161599474408384, 'CHORD2_2': 0.205710486250066, 'SSPAN1_2': 0.22009568883222122, 'SSPAN2_2': 0.28227566736112525, 'fidelity': 1}"
41,22_0,objective,2.803,0.0,22,22_0,CD,0.452,0.0,22,22_0,XCP,0.5826341463414635,0.0,22,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2823559180405866, 'CHORD2_2': 0.0642256854516382, 'SSPAN1_2': 0.19824848342366072, 'SSPAN2_2': 0.3, 'fidelity': 1}"
42,23_0,objective,2.778,0.0,23,23_0,CD,0.453,0.0,23,23_0,XCP,0.579170731707317,0.0,23,"{'XLE1': 1.6094878806389967, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2609828993924239, 'CHORD2_2': 0.011201729234842788, 'SSPAN1_2': 0.23799946962692137, 'SSPAN2_2': 0.3, 'fidelity': 1}"
43,24_0,objective,2.793,0.0,24,24_0,CD,0.503,0.0,24,24_0,XCP,0.5362926829268293,0.0,24,"{'XLE1': 1.535817448609699, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2891700335061448, 'SSPAN2_2': 0.2505708277022264, 'fidelity': 1}"
44,25_0,objective,2.888,0.0,25,25_0,CD,0.475,0.0,25,25_0,XCP,0.5921463414634146,0.0,25,"{'XLE1': 1.4982244886470746, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.24824106836143411, 'CHORD2_2': 0.10318289500940431, 'SSPAN1_2': 0.23877549320685548, 'SSPAN2_2': 0.3, 'fidelity': 1}"
45,26_0,objective,2.75,0.0,26,26_0,CD,0.443,0.0,26,26_0,XCP,0.5550243902439025,0.0,26,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.19328598574479625, 'SSPAN2_2': 0.3, 'fidelity': 1}"
46,27_0,objective,2.63,0.0,27,27_0,CD,0.424,0.0,27,27_0,XCP,0.6125365853658536,0.0,27,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.14692183662754923, 'SSPAN2_2': 0.3, 'fidelity': 1}"
47,28_0,objective,2.779,0.0,28,28_0,CD,0.496,0.0,28,28_0,XCP,0.5044390243902439,0.0,28,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0070599758199177964, 'CHORD2_1': 0.23551409186691474, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.2836673333735086, 'SSPAN2_2': 0.3, 'fidelity': 1}"
48,29_0,objective,2.694,0.0,29,29_0,CD,0.451,0.0,29,29_0,XCP,0.603170731707317,0.0,29,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0009779772951799964, 'CHORD2_1': 0.32448771718941183, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.19464658709866012, 'SSPAN2_2': 0.3, 'fidelity': 1}"
49,30_0,objective,2.605,0.0,30,30_0,CD,0.426,0.0,30,30_0,XCP,0.6111707317073171,0.0,30,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.1, 'CHORD1_2': 0.0, 'CHORD2_1': 0.10342979107651916, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2573720446363698, 'SSPAN2_2': 0.3, 'fidelity': 1}"
50,31_0,objective,2.784,0.0,31,31_0,CD,0.455,0.0,31,31_0,XCP,0.5504878048780488,0.0,31,"{'XLE1': 1.4332354555145508, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.09, 'CHORD2_1': 0.25632928862883775, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.22375846146597686, 'SSPAN2_2': 0.3, 'fidelity': 1}"
51,32_0,objective,2.822,0.0,32,32_0,CD,0.459,0.0,32,32_0,XCP,0.5663414634146341,0.0,32,"{'XLE1': 1.5667808393215827, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2333849913544295, 'CHORD2_2': 0.07844610740852324, 'SSPAN1_2': 0.23546571771726815, 'SSPAN2_2': 0.3, 'fidelity': 1}"
52,33_0,objective,2.852,0.0,33,33_0,CD,0.468,0.0,33,33_0,XCP,0.6002439024390244,0.0,33,"{'XLE1': 1.75, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.2331994890006073, 'SSPAN2_2': 0.3, 'fidelity': 1}"
53,34_0,objective,2.382,0.0,34,34_0,CD,0.351,0.0,34,34_0,XCP,0.49585365853658536,0.0,34,"{'XLE1': 1.2879420256090306, 'XLE2': 3.135461670601298, 'CHORD1_1': 0.14340704002169385, 'CHORD1_2': 0.034714849930785746, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.20128945667428166, 'SSPAN2_2': 0.15713234456186284, 'fidelity': 1}"
54,35_0,objective,2.721,0.0,35,35_0,CD,0.495,0.0,35,35_0,XCP,0.5541951219512196,0.0,35,"{'XLE1': 1.7393031065559614, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.21205496653152925, 'CHORD2_2': 0.0, 'SSPAN1_2': 0.2956609224637145, 'SSPAN2_2': 0.3, 'fidelity': 1}"
55,36_0,objective,2.868,0.0,36,36_0,CD,0.47,0.0,36,36_0,XCP,0.6089756097560975,0.0,36,"{'XLE1': 1.5815098184019116, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.21319853606025582, 'CHORD2_2': 0.16611592484583373, 'SSPAN1_2': 0.22392263574251445, 'SSPAN2_2': 0.3, 'fidelity': 1}"
56,37_0,objective,2.863,0.0,37,37_0,CD,0.47,0.0,37,37_0,XCP,0.6013658536585366,0.0,37,"{'XLE1': 1.5717848105213654, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.21260339390007277, 'CHORD2_2': 0.1528082753390418, 'SSPAN1_2': 0.22930380308292486, 'SSPAN2_2': 0.3, 'fidelity': 1}"
57,38_0,objective,2.917,0.0,38,38_0,CD,0.477,0.0,38,38_0,XCP,0.6057073170731707,0.0,38,"{'XLE1': 1.25, 'XLE2': 3.2, 'CHORD1_1': 0.39626516003379775, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2562209267156412, 'CHORD2_2': 0.1547517679777449, 'SSPAN1_2': 0.21373768437866353, 'SSPAN2_2': 0.3, 'fidelity': 1}"
58,39_0,objective,2.897,0.0,39,39_0,CD,0.471,0.0,39,39_0,XCP,0.5615609756097562,0.0,39,"{'XLE1': 1.2588951663775585, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.14045987415160596, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.21348404685133052, 'SSPAN2_2': 0.3, 'fidelity': 1}"
59,40_0,objective,2.42,0.0,40,40_0,CD,0.366,0.0,40,40_0,XCP,0.602829268292683,0.0,40,"{'XLE1': 1.6843224659666178, 'XLE2': 3.0, 'CHORD1_1': 0.14669622449655556, 'CHORD1_2': 0.09, 'CHORD2_1': 0.4, 'CHORD2_2': 0.02077260631995354, 'SSPAN1_2': 0.1386625766798491, 'SSPAN2_2': 0.2194366984471598, 'fidelity': 1}"
60,41_0,objective,2.852,0.0,41,41_0,CD,0.47,0.0,41,41_0,XCP,0.6002926829268292,0.0,41,"{'XLE1': 1.5086628550594399, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.20133442177609168, 'CHORD2_2': 0.1822906910044978, 'SSPAN1_2': 0.22300167565221626, 'SSPAN2_2': 0.3, 'fidelity': 1}"
61,42_0,objective,2.878,0.0,42,42_0,CD,0.476,0.0,42,42_0,XCP,0.5864878048780487,0.0,42,"{'XLE1': 1.5185733296737245, 'XLE2': 3.2, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.2695081192843406, 'CHORD2_2': 0.058364390508515, 'SSPAN1_2': 0.2471176055841241, 'SSPAN2_2': 0.3, 'fidelity': 1}"
62,43_0,objective,2.721,0.0,43,43_0,CD,0.433,0.0,43,43_0,XCP,0.6124390243902439,0.0,43,"{'XLE1': 1.25, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.25258919004070135, 'CHORD2_2': 0.11606158859195459, 'SSPAN1_2': 0.19520782154571353, 'SSPAN2_2': 0.3, 'fidelity': 0}"
63,44_0,objective,2.792,0.0,44,44_0,CD,0.456,0.0,44,44_0,XCP,0.5642439024390244,0.0,44,"{'XLE1': 1.5306336191036167, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.1, 'CHORD2_2': 0.25, 'SSPAN1_2': 0.213456113392418, 'SSPAN2_2': 0.3, 'fidelity': 1}"
64,45_0,objective,2.841,0.0,45,45_0,CD,0.466,0.0,45,45_0,XCP,0.5823414634146342,0.0,45,"{'XLE1': 1.5038715078936042, 'XLE2': 3.0, 'CHORD1_1': 0.4, 'CHORD1_2': 0.0, 'CHORD2_1': 0.23190549927080814, 'CHORD2_2': 0.14163110851280816, 'SSPAN1_2': 0.21865253275573807, 'SSPAN2_2': 0.3, 'fidelity': 1}"
